"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 18 07:09:57 GMT 2023","Sun Jun 18 07:09:58 GMT 2023","1237","tests","test_links","TestLinks","","","test_no_content_link","Test to validate no content link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:40 GMT 2023","Sun Jun 18 07:10:42 GMT 2023","2050","tests","test_text_boxes","TestTextBoxes","","","test_text_boxes","Test to verify the input fields and output form on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:09:45 GMT 2023","Sun Jun 18 07:09:47 GMT 2023","1546","tests","test_links","TestLinks","","","test_dynamic_link","Test to validate dynamic link on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:09:06 GMT 2023","Sun Jun 18 07:09:14 GMT 2023","7938","tests","test_dynamic_elements","TestDynamicElements","","","test_dynamic_button","Test to verify the functionality of the dynamic button. The button
        should become enabled after 5 seconds

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:09:18 GMT 2023","Sun Jun 18 07:09:25 GMT 2023","6999","tests","test_dynamic_elements","TestDynamicElements","","","test_changing_color_button","Test to verify the functionality of the button that changes inner text color. The inner text of the button
        should switch from back to red in 5 seconds

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:59 GMT 2023","Sun Jun 18 07:11:02 GMT 2023","2379","tests","test_web_tables","TestWebTables","","","test_web_tables","Test to verify interaction with web table on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:08 GMT 2023","Sun Jun 18 07:10:10 GMT 2023","1064","tests","test_links","TestLinks","","","test_bad_request_link","Test to validate bad request link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:26 GMT 2023","Sun Jun 18 07:10:27 GMT 2023","1256","tests","test_links","TestLinks","","","test_not_found_link","Test to validate not found link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:09:51 GMT 2023","Sun Jun 18 07:09:53 GMT 2023","1381","tests","test_links","TestLinks","","","test_created_link","Test to validate created link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:34 GMT 2023","Sun Jun 18 07:10:35 GMT 2023","566","tests","test_radio_buttons","TestRadioButtons","","","test_radio_buttons","Test to verify the radio buttons on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:46 GMT 2023","Sun Jun 18 07:10:47 GMT 2023","918","tests","test_upload_download","TestUploadDownload","","","test_upload_file","Test to verify the uploading a file

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:08:54 GMT 2023","Sun Jun 18 07:08:56 GMT 2023","1874","tests","test_check_boxes","TestCheckBoxes","","","test_checkboxes","Test to verify the checkboxes on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:08:41 GMT 2023","Sun Jun 18 07:08:41 GMT 2023","694","tests","test_buttons","TestButtons","","","test_rmb_click_button","Test to verify the functionality of the Right Mouse Button click button
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:09:39 GMT 2023","Sun Jun 18 07:09:41 GMT 2023","1497","tests","test_links","TestLinks","","","test_home_link","Test to validate home link on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 07:10:14 GMT 2023","Sun Jun 18 07:10:15 GMT 2023","1266","tests","test_links","TestLinks","","","test_unauthorized_link","Test to validate unauthorized link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
