"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 18 08:25:17 GMT 2023","Sun Jun 18 08:25:19 GMT 2023","2902","tests","test_text_boxes","TestTextBoxes","","","test_text_boxes","Test to verify the input fields and output form on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:24:32 GMT 2023","Sun Jun 18 08:24:33 GMT 2023","1772","tests","test_dynamic_elements","TestDynamicElements","","","test_text_with_dynamic_id","Test to verify the functionality of the text field with dynamic id. The id should change each time the
        should become enabled after 5 seconds

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:25:01 GMT 2023","Sun Jun 18 08:25:03 GMT 2023","1410","tests","test_links","TestLinks","","","test_no_content_link","Test to validate no content link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:24:50 GMT 2023","Sun Jun 18 08:24:53 GMT 2023","2773","tests","test_links","TestLinks","","","test_home_link","Test to validate home link on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:25:14 GMT 2023","Sun Jun 18 08:25:16 GMT 2023","2214","tests","test_radio_buttons","TestRadioButtons","","","test_radio_buttons","Test to verify the radio buttons on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:24:55 GMT 2023","Sun Jun 18 08:25:00 GMT 2023","5498","tests","test_links","TestLinks","","","test_dynamic_link","Test to validate dynamic link on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:25:28 GMT 2023","Sun Jun 18 08:25:29 GMT 2023","1733","tests","test_web_tables","TestWebTables","","","test_web_tables","Test to verify interaction with web table on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:24:48 GMT 2023","Sun Jun 18 08:24:50 GMT 2023","1234","tests","test_links","TestLinks","","","test_created_link","Test to validate created link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:24:33 GMT 2023","Sun Jun 18 08:24:34 GMT 2023","825","tests","test_buttons","TestButtons","","","test_dynamic_button","Test to verify the functionality of the dynamic button

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Sun Jun 18 08:25:01 GMT 2023","Sun Jun 18 08:25:03 GMT 2023","2084","tests","test_links","TestLinks","","","test_bad_request_link","Test to validate bad request link on the page and verify response

        :param test_setup: setting up the browser and page objects
        :return: None
        "
